movie,year,imdb,metascore,votes
The Monuments Men,2014,6.1,52,131897
Jack Ryan: Shadow Recruit,2014,6.2,57,131782
Wild,2014,7.1,74,129058
I Origins,2014,7.3,57,125185
Serbuan maut 2: Berandal,2014,7.9,71,122967
If I Stay,2014,6.7,46,122927
Night at the Museum: Secret of the Tomb,2014,6.2,47,121554
A Walk Among the Tombstones,2014,6.5,57,121488
The Giver,2014,6.4,47,119295
Paddington,2014,7.2,77,114822
Ride Along,2014,6.1,41,113995
Sex Tape,2014,5.1,36,112698
Pompeii,2014,5.5,39,111587
Inherent Vice,2014,6.6,81,104339
St. Vincent,2014,7.2,64,103472
That Awkward Moment,2014,6.1,36,103345
The Guest,2014,6.7,76,100372
3 Days to Kill,2014,6.2,40,93806
Big Eyes,2014,7.0,62,93017
"As Above, So Below",2014,6.2,39,92722
Selma,2014,7.5,80,91574
Penguins of Madagascar,2014,6.6,53,90461
Rio 2,2014,6.3,49,90178
The Hundred-Foot Journey,2014,7.3,55,82952
"I, Frankenstein",2014,5.1,30,81123
This Is Where I Leave You,2014,6.6,44,80287
Frank,2014,6.9,75,79063
Before I Go to Sleep,2014,6.3,41,78979
Deliver Us from Evil,2014,6.2,40,77327
Seventh Son,2014,5.5,30,77100
A Most Wanted Man,2014,6.7,73,76489
Unfriended,2014,5.6,59,75532
The Water Diviner,2014,7.0,50,75245
A Most Violent Year,2014,7.0,79,72412
The Best of Me,2014,6.6,29,71926
The Book of Life,2014,7.2,67,71110
Two Night Stand,2014,6.3,45,70421
The Gambler,2014,6.0,55,70417
Mr. Peabody & Sherman,2014,6.8,59,70174
Into the Storm,2014,5.8,44,68319
Magic in the Moonlight,2014,6.5,54,67970
The November Man,2014,6.2,38,67961
The Signal,2014,6.0,54,66013
Sabotage,2014,5.7,41,63710
Draft Day,2014,6.8,54,60460
Calvary,2014,7.4,77,59416
Before We Go,2014,6.8,31,58191
Song of the Sea,2014,8.0,85,58102
The Voices,2014,6.3,58,58039
The Boxtrolls,2014,6.8,61,57874
Autómata,2014,6.0,37,56985
Pride,2014,7.8,79,56977
Mommy,2014,8.0,74,56781
Eliza Graves,2014,6.8,52,56698
The Loft,2014,6.3,24,56539
The Cobbler,2014,5.8,23,56338
'71,2014,7.2,83,56282
Citizenfour,2014,8.0,88,55585
Turist,2014,7.2,87,54975
Winter's Tale,2014,6.1,31,54757
The Legend of Hercules,2014,4.2,22,54660
Walk of Shame,2014,6.0,25,54650
Vampire Academy,2014,5.4,31,54604
Creep,2014,6.3,74,54564
Leviafan,2014,7.6,92,53474
Tusk,2014,5.3,55,53229
Ouija,2014,4.5,38,52818
Veronica Mars,2014,6.7,62,52668
"Ich seh, Ich seh",2014,6.7,81,52172
Tammy,2014,4.9,39,51812
Kis Uykusu,2014,8.0,88,51541
While We're Young,2014,6.3,77,50462
Hector and the Search for Happiness,2014,6.9,29,48361
"Deux jours, une nuit",2014,7.3,89,48358
The Rover,2014,6.4,64,48327
Kill the Messenger,2014,6.9,60,46923
Million Dollar Arm,2014,7.0,56,46047
Time Lapse,2014,6.5,50,45743
Pawn Sacrifice,2014,7.0,65,45534
Endless Love,2014,6.2,30,44923
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.2,54,44277
The Inbetweeners 2,2014,6.4,55,44158
Laggies,2014,6.4,63,44151
Paranormal Activity: The Marked Ones,2014,5.0,42,42849
God's Not Dead,2014,4.6,16,42839
The Skeleton Twins,2014,6.8,74,42569
Brick Mansions,2014,5.6,40,42483
Camp X-Ray,2014,6.9,54,41491
Maps to the Stars,2014,6.2,67,40946
Mad Max: Fury Road,2015,8.1,90,984594
Star Wars: Episode VII - The Force Awakens,2015,7.8,80,920334
Avengers: Age of Ultron,2015,7.3,66,848638
The Martian,2015,8.0,80,840114
The Revenant,2015,8.0,76,790258
Inside Out,2015,8.2,94,700677
Ant-Man,2015,7.3,64,654657
Jurassic World,2015,6.9,59,636898
The Hateful Eight,2015,7.8,68,588546
Spotlight,2015,8.1,93,464798
Spectre,2015,6.8,60,436855
The Big Short,2015,7.8,81,424280
Sicario,2015,7.6,82,423631
Room,2015,8.1,86,415631
Fast & Furious 7,2015,7.1,67,387502
Mission: Impossible - Rogue Nation,2015,7.4,75,370190
The Hunger Games: Mockingjay - Part 2,2015,6.5,65,322431
Fifty Shades of Grey,2015,4.1,46,318633
Bridge of Spies,2015,7.6,81,309287
The Man from U.N.C.L.E.,2015,7.2,56,304705
Terminator Genisys,2015,6.3,38,276642
Creed,2015,7.6,82,271031
The VVitch: A New-England Folktale,2015,6.9,83,253300
The Lobster,2015,7.1,82,252549
Chappie,2015,6.8,41,250152
The Intern,2015,7.1,51,250061
Maze Runner: The Scorch Trials,2015,6.3,43,247861
Focus,2015,6.6,56,245829
Spy,2015,7.0,75,244271
Minions,2015,6.4,56,236571
Insurgent,2015,6.2,42,236341
Southpaw,2015,7.3,57,235619
San Andreas,2015,6.0,43,235550
Everest,2015,7.1,64,216807
Ted 2,2015,6.3,48,207565
Straight Outta Compton,2015,7.8,72,200453
Jupiter Ascending,2015,5.3,40,188307
The Danish Girl,2015,7.1,66,184541
Tomorrowland,2015,6.4,60,182279
Black Mass,2015,6.9,68,181116
Legend,2015,6.9,55,180081
The Age of Adaline,2015,7.2,51,178520
Cinderella,2015,6.9,67,176224
Steve Jobs,2015,7.2,82,168727
Fantastic Four,2015,4.3,27,166440
Pitch Perfect 2,2015,6.4,63,156495
The Gift,VI) (2015,7.0,77,156337
Crimson Peak,2015,6.5,66,147039
Pixels,2015,5.6,27,144027
Brooklyn,2015,7.5,88,141641
In the Heart of the Sea,2015,6.9,47,138270
Trainwreck,2015,6.2,75,137022
Joy,2015,6.6,56,136569
Get Hard,2015,6.0,34,136138
The Visit,2015,6.2,55,131753
Me and Earl and the Dying Girl,2015,7.7,74,131312
Carol,2015,7.2,94,128666
The Walk,2015,7.3,70,128306
Hotel Transylvania 2,2015,6.6,44,126312
Green Room,2015,7.0,79,122397
Daddy's Home,2015,6.1,42,119427
Burnt,2015,6.6,42,117723
The Good Dinosaur,2015,6.7,66,115194
Vacation,2015,6.1,34,111498
Run All Night,2015,6.6,59,109258
The Invitation,2015,6.6,74,107638
Insidious: Chapter 3,2015,6.1,52,104320
The Last Witch Hunter,2015,5.9,34,103846
Paper Towns,2015,6.3,56,102856
Home,2015,6.6,55,102339
Bone Tomahawk,2015,7.1,72,100800
Demolition,2015,7.0,49,99565
Self/less,2015,6.5,34,99291
Hardcore Henry,2015,6.7,51,95279
Concussion,2015,7.1,55,94826
The Duff,2015,6.4,56,94285
Knock Knock,2015,4.9,53,93980
Eddie the Eagle,2015,7.3,54,93163
American Ultra,2015,6.1,50,91528
Hitman: Agent 47,2015,5.7,28,91115
Goosebumps,2015,6.3,60,88272
Eye in the Sky,2015,7.3,73,86223
No Escape,2015,6.7,38,85789
Dope,2015,7.2,72,85033
The Longest Ride,2015,7.0,33,82856
Trumbo,2015,7.4,60,81404
Beasts of No Nation,2015,7.7,79,81141
Project Almanac,2015,6.3,47,80316
Entourage,2015,6.5,38,80098
Youth,2015,7.3,64,78394
The Wedding Ringer,2015,6.6,35,76102
The Night Before,2015,6.3,58,74370
Mortdecai,2015,5.5,27,73098
Krampus,2015,6.2,49,72715
Anomalisa,2015,7.2,88,71754
Child 44,2015,6.4,41,71259
True Story,2015,6.3,50,68805
Aloha,2015,5.4,40,66994
Sisters,2015,6.0,58,66827
Mr. Holmes,2015,6.8,67,64780
Pan,2015,5.7,36,64204
Irrational Man,2015,6.6,53,63247
Point Break,2015,5.3,34,62929
Solace,2015,6.4,36,62159
Le Petit Prince,2015,7.7,70,61976
The Dressmaker,2015,7.0,47,60642
Blackhat,2015,5.4,51,59923
Woman in Gold,2015,7.3,51,58823
Victoria,2015,7.6,77,58617
Love,2015,6.0,51,58464
Poltergeist,2015,4.9,47,58301
The Man Who Knew Infinity,2015,7.2,56,57096
Victor Frankenstein,2015,5.9,36,56926
Macbeth,2015,6.6,71,56803
Magic Mike XXL,2015,5.6,60,56375
Mr. Right,2015,6.3,52,56252
Wild Card,2015,5.6,40,55841
Masterminds,2016,5.8,47,55694
Yip Man 3,2015,7.0,57,55381
The SpongeBob Movie: Sponge Out of Water,2015,6.0,62,55370
Sinister 2,2015,5.3,32,54912
En man som heter Ove,2015,7.7,70,54854
Colonia,2015,7.0,33,53652
Man Up,2015,6.8,69,53136
Amy,2015,7.8,85,52099
Hot Pursuit,2015,5.1,31,51466
Scouts Guide to the Zombie Apocalypse,2015,6.3,32,51002
Far from the Madding Crowd,2015,7.1,71,49549
The Ridiculous 6,2015,4.8,18,49401
Saul fia,2015,7.4,91,48805
Secret in Their Eyes,2015,6.3,45,48524
The Final Girls,2015,6.5,59,46951
The Peanuts Movie,2015,7.0,67,46038
Slow West,2015,6.9,72,45605
Dark Places,2015,6.2,39,45267
Maggie,2015,5.6,52,44444
Sleeping with Other People,2015,6.5,64,43992
The Lazarus Effect,2015,5.2,31,43603
Last Knights,2015,6.1,27,43379
Absolutely Anything,2015,5.9,31,42989
High-Rise,2015,5.5,65,42607
The Stanford Prison Experiment,2015,6.8,67,42473
The Transporter Refueled,2015,5.1,32,42244
Suffragette,2015,6.9,64,42163
The Boy Next Door,2015,4.7,30,42152
The Gunman,2015,5.8,39,41174
Under sandet,2015,7.8,75,41087
Shaun the Sheep Movie,2015,7.3,81,40724
Regression,2015,5.6,32,40079
Going Clear: Scientology & the Prison of Belief,2015,8.0,80,39261
Hot Tub Time Machine 2,2015,5.0,29,39258
Deadpool,2016,8.0,65,1016010
Captain America: Civil War,2016,7.8,75,771414
Doctor Strange,2016,7.5,72,727897
Batman v Superman: Dawn of Justice,2016,6.4,44,692366
Arrival,2016,7.9,81,680850
Suicide Squad,2016,5.9,40,678942
Rogue One,2016,7.8,65,619410
La La Land,2016,8.0,94,575604
Hacksaw Ridge,2016,8.1,71,513421
Zootopia,2016,8.0,78,490542
Split,X) (2016,7.3,62,485306
Fantastic Beasts and Where to Find Them,2016,7.2,66,470276
X-Men: Apocalypse,2016,6.9,52,430414
Passengers,2016,7.0,41,399115
Moana,2016,7.6,81,329003
10 Cloverfield Lane,2016,7.2,76,323070
The Nice Guys,2016,7.3,70,320833
Moonlight,2016,7.4,99,304525
The Accountant,2016,7.3,51,293964
Now You See Me 2,2016,6.4,46,285511
Manchester by the Sea,2016,7.8,96,278090
The Jungle Book,2016,7.4,77,275746
Nocturnal Animals,2016,7.5,67,275298
Finding Dory,2016,7.3,77,272634
Don't Breathe,2016,7.1,71,270550
Sully,2016,7.4,74,269549
The Conjuring 2,2016,7.3,65,265978
Warcraft,2016,6.7,32,262370
Kimi no na wa.,2016,8.4,79,259611
Me Before You,2016,7.4,51,248596
Star Trek Beyond,2016,7.0,68,245233
Lion,2016,8.0,69,234855
Ghostbusters,2016,6.9,60,229691
Hell or High Water,2016,7.6,88,228859
Hidden Figures,2016,7.8,74,226589
Jason Bourne,2016,6.6,58,226248
Captain Fantastic,2016,7.8,72,217073
Busanhaeng,2016,7.6,73,214998
War Dogs,2016,7.1,57,214927
The Magnificent Seven,2016,6.8,54,210967
The Secret Life of Pets,2016,6.5,61,200947
Assassin's Creed,2016,5.6,36,198622
Sausage Party,2016,6.1,66,193218
Central Intelligence,2016,6.3,52,188318
The Girl on the Train,2016,6.5,48,186305
Independence Day: Resurgence,2016,5.2,32,179057
The Legend of Tarzan,2016,6.2,44,176530
The Promise,2016,6.0,49,176170
Inferno,2016,6.2,42,175026
Miss Peregrine's Home for Peculiar Children,2016,6.7,57,171249
Deepwater Horizon,2016,7.1,68,168019
Sing,2016,7.1,59,166639
London Has Fallen,2016,5.9,28,157978
Jack Reacher: Never Go Back,2016,6.1,47,157884
Kung Fu Panda 3,2016,7.1,66,156952
Allied,2016,7.1,60,155876
Snowden,2016,7.3,58,151464
The Founder,2016,7.2,66,149020
Ah-ga-ssi,2016,8.1,84,143224
13 Hours,2016,7.3,48,141218
"Hail, Caesar!",2016,6.3,72,134401
The Great Wall,2016,5.9,42,134335
The Shallows,2016,6.3,59,132474
Hush,2016,6.6,67,131007
Hunt for the Wilderpeople,2016,7.8,81,129745
Nerve,2016,6.5,58,129475
Kubo and the Two Strings,2016,7.7,84,128503
Lights Out,2016,6.3,58,128498
The Edge of Seventeen,2016,7.3,77,125312
Bad Moms,2016,6.2,60,124779
Dirty Grandpa,2016,5.8,21,123626
Neighbors 2: Sorority Rising,2016,5.7,58,122754
Allegiant,2016,5.6,33,121516
Swiss Army Man,2016,6.9,64,120546
Gods of Egypt,2016,5.4,25,116969
The Autopsy of Jane Doe,2016,6.8,65,116063
Why Him?,2016,6.2,39,112897
Silence,2016,7.1,79,112323
The Huntsman: Winter's War,2016,6.1,35,109535
The 5th Wave,2016,5.2,33,109125
Alice Through the Looking Glass,2016,6.1,34,108023
Fences,2016,7.2,79,107836
Patriots Day,2016,7.3,69,102435
Grimsby,2016,6.2,44,102231
The Purge: Election Year,2016,6.0,55,100886
Collateral Beauty,2016,6.7,23,100166
Money Monster,2016,6.5,55,100040
A Cure for Wellness,2016,6.4,47,97925
The Neon Demon,2016,6.1,51,95025
Resident Evil: The Final Chapter,2016,5.5,49,93908
Sing Street,2016,7.9,79,93319
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,5.9,40,92949
Angry Birds,2016,6.2,43,92220
The Boy,2016,6.0,42,91469
The Lost City of Z,2016,6.6,78,90889
Mike and Dave Need Wedding Dates,2016,5.9,51,89316
How to Be Single,2016,6.0,51,88327
A Monster Calls,2016,7.4,76,88096
The BFG,2016,6.3,66,85837
Mechanic: Resurrection,2016,5.7,38,84707
Trolls,2016,6.4,55,81481
Paterson,2016,7.3,90,81219
Midnight Special,2016,6.6,76,80783
Office Christmas Party,2016,5.8,42,79879
Jackie,V) (2016,6.7,81,79540
Koe no katachi,2016,8.1,78,78753
Café Society,2016,6.6,64,77076
Grave,2016,7.0,81,76560
Underworld: Blood Wars,2016,5.7,23,75916
Bridget Jones's Baby,2016,6.5,59,75574
Miss Sloane,2016,7.5,64,74580
The Infiltrator,2016,7.0,66,73934
The Fundamentals of Caring,2016,7.3,55,72628
Triple 9,2016,6.3,52,72200
Zoolander 2,2016,4.7,34,69363
Gokseong,2016,7.4,81,67239
Elle,2016,7.1,89,66816
The Finest Hours,2016,6.7,58,66736
Ice Age: Collision Course,2016,5.6,34,66498
Criminal,2016,6.3,36,66309
Colossal,2016,6.2,70,64870
Blood Father,2016,6.4,66,64413
Ouija: Origin of Evil,2016,6.2,65,64216
Gold,2016,6.7,49,64129
Keeping Up with the Joneses,2016,5.9,34,63139
Storks,2016,6.8,56,62172
Popstar: Never Stop Never Stopping,2016,6.7,68,61118
Forushande,2016,7.7,85,60400
"I, Daniel Blake",2016,7.8,78,59890
The Girl with All the Gifts,2016,6.6,67,59719
Ride Along 2,2016,5.8,32,58820
Pete's Dragon,2016,6.7,71,58393
Free State of Jones,2016,6.9,53,58063
Live by Night,2016,6.4,49,57232
The Light Between Oceans,2016,7.2,60,56761
Pride and Prejudice and Zombies,2016,5.8,45,56323
Florence Foster Jenkins,2016,6.8,71,56116
Everybody Wants Some!!,2016,6.9,83,55327
Whiskey Tango Foxtrot,2016,6.6,57,52793
The Belko Experiment,2016,6.1,44,51086
Keanu,2016,6.2,63,48996
Anthropoid,2016,7.2,59,48678
Toni Erdmann,2016,7.3,93,48400
Free Fire,2016,6.3,63,46887
The Do-Over,2016,5.7,22,46621
Before I Wake,2016,6.2,68,46584
The Boss,2016,5.4,40,46374
Imperium,2016,6.5,68,46062
Blair Witch,2016,5.0,47,45847
20th Century Women,2016,7.3,83,45383
A Hologram for the King,2016,6.1,58,44722
Ben-Hur,2016,5.7,38,44336
Bastille Day,2016,6.3,48,43920
Logan,2017,8.1,77,745721
Thor: Ragnarok,2017,7.9,74,731311
Guardians of the Galaxy Vol. 2,2017,7.6,67,666414
Wonder Woman,2017,7.4,76,647909
Dunkirk,2017,7.8,94,644276
Spider-Man: Homecoming,2017,7.4,73,642910
Star Wars: Episode VIII - The Last Jedi,2017,6.9,84,622478
Get Out,2017,7.7,85,583191
Blade Runner 2049,2017,8.0,81,555354
It,2017,7.3,69,532802
Baby Driver,2017,7.6,86,524620
"Three Billboards Outside Ebbing, Missouri",2017,8.1,88,497823
Coco,2017,8.4,81,491567
Justice League,2017,6.1,45,447700
John Wick: Chapter 2,2017,7.4,75,423155
The Shape of Water,2017,7.3,87,414257
Jumanji: Welcome to the Jungle,2017,6.9,58,373059
Kingsman: The Golden Circle,2017,6.7,44,323352
Kong: Skull Island,2017,6.6,62,315925
Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.5,39,306871
Beauty and the Beast,2017,7.1,65,305411
Lady Bird,2017,7.4,93,284931
Alien: Covenant,2017,6.4,65,278900
The Greatest Showman,2017,7.5,48,277219
Call Me by Your Name,2017,7.8,93,265295
War for the Planet of the Apes,2017,7.4,82,254310
Murder on the Orient Express,2017,6.5,52,254115
Wind River,2017,7.7,73,248318
The Fate of the Furious,2017,6.6,56,230100
The Hitman's Bodyguard,2017,6.9,47,229188
Life,2017,6.6,54,228629
Mother!,2017,6.6,75,222323
King Arthur: Legend of the Sword,2017,6.7,41,215411
Ghost in the Shell,2017,6.3,52,213815
"I, Tonya",2017,7.5,77,212680
Darkest Hour,2017,7.4,75,199291
Atomic Blonde,2017,6.7,63,192484
Bright,2017,6.3,29,187838
The Mummy,2017,5.4,34,187101
Baywatch,2017,5.5,37,185086
American Made,2017,7.1,65,181493
Valerian and the City of a Thousand Planets,2017,6.4,51,180301
Molly's Game,2017,7.4,71,169842
Wonder,2017,7.9,66,162614
The Disaster Artist,2017,7.3,76,153129
The Killing of a Sacred Deer,2017,7.0,73,151801
Transformers: The Last Knight,2017,5.2,27,150611
The Post,2017,7.2,83,150246
The Lego Batman Movie,2017,7.3,75,149939
Logan Lucky,2017,7.0,78,148965
Happy Death Day,2017,6.6,58,139515
The Dark Tower,2017,5.6,34,138404
The Big Sick,2017,7.5,86,134687
Despicable Me 3,2017,6.2,49,133920
Annabelle: Creation,2017,6.5,62,132725
Phantom Thread,2017,7.4,90,131122
The Boss Baby,2017,6.3,50,125583
T2 Trainspotting,2017,7.2,67,123818
What Happened to Monday,2017,6.8,47,122316
Good Time,2017,7.3,80,121746
Okja,2017,7.3,75,120505
You Were Never Really Here,2017,6.8,84,118611
Gifted,2017,7.6,60,115644
The Foreigner,2017,7.0,55,114073
The Florida Project,2017,7.6,92,113350
Downsizing,2017,5.7,63,109676
Power Rangers,2017,5.9,44,108058
Gerald's Game,2017,6.5,77,107881
Geostorm,2017,5.3,21,107470
The Death of Stalin,2017,7.2,88,102230
Fifty Shades Darker,2017,4.5,33,102202
The Ritual,2017,6.3,57,98040
Cars 3,2017,6.7,59,97773
It Comes at Night,2017,6.2,78,93289
The Circle,2017,5.3,43,92479
xXx: Return of Xander Cage,2017,5.2,42,92055
Shot Caller,2017,7.3,59,85928
Going in Style,2017,6.6,50,85335
All the Money in the World,2017,6.8,72,84948
Death Note,2017,4.5,43,84562
Hostiles,2017,7.2,65,84552
American Assassin,2017,6.2,45,82179
Jigsaw,2017,5.7,39,79003
Paddington 2,2017,7.8,88,76779
The Mountain Between Us,2017,6.4,48,75086
Papillon,2017,7.2,51,74627
Daddy's Home 2,2017,6.0,30,72962
A Dog's Purpose,2017,7.2,43,72147
A Ghost Story,2017,6.8,84,71742
Only the Brave,2017,7.6,72,68955
Brawl in Cell Block 99,2017,7.1,79,66310
The Snowman,2017,5.1,23,64251
The Emoji Movie,2017,3.3,12,64103
Pitch Perfect 3,2017,5.8,40,64089
The Square,2017,7.1,73,63825
1922,2017,6.2,70,63085
I Don't Feel at Home in This World Anymore,2017,6.9,75,57820
Loving Vincent,2017,7.8,62,57701
The Beguiled,2017,6.3,77,57583
Ferdinand,2017,6.7,58,56937
Jungle,2017,6.7,48,56693
First Reformed,2017,7.1,85,56213
The Upside,2017,7.0,46,56196
Battle of the Sexes,2017,6.7,73,55650
47 Meters Down,2017,5.6,52,55099
Detroit,2017,7.3,77,53056
The Space Between Us,2017,6.4,33,52939
Before I Fall,2017,6.4,58,52269
Rough Night,2017,5.2,51,52153
A Bad Moms Christmas,2017,5.5,42,50481
Icarus,2017,7.9,68,49755
Mudbound,2017,7.4,85,49088
To the Bone,2017,6.8,64,49082
The Meyerowitz Stories (New and Selected),2017,6.9,79,48877
CHIPS,2017,6.0,28,47932
Flatliners,2017,5.2,27,47244
War Machine,2017,6.0,56,46601
Stronger,2017,6.9,76,45130
The House,2017,5.6,30,44540
Suburbicon,2017,5.7,42,44328
Cargo,2017,6.3,65,43498
The Zookeeper's Wife,2017,7.0,57,43325
Revenge,2017,6.4,81,43258
Fist Fight,2017,5.6,37,42828
The Endless,2017,6.5,80,42232
Thoroughbreds,2017,6.6,75,42163
Ingrid Goes West,2017,6.6,71,41950
Rings,2017,4.5,25,40657
The Wife,2017,7.2,77,39896
"Everything, Everything",2017,6.3,52,38738
"Roman J. Israel, Esq.",2017,6.5,58,38093
Girls Trip,2017,6.2,71,37602
Kidnap,2017,5.9,44,37142
Time Trap,2017,6.2,46,36921
The Shack,2017,6.2,32,35876
Victoria & Abdul,2017,6.8,58,35826
Snatched,2017,4.6,45,35641
Unlocked,2017,6.3,46,35317
Ghost Stories,2017,6.4,68,34454
The Discovery,2017,6.2,54,34422
The Glass Castle,2017,7.1,56,33733
Nelyubov,2017,7.6,86,33078
Avengers: Infinity War,2018,8.4,68,1047187
Black Panther,2018,7.3,88,741863
Deadpool 2,2018,7.7,66,567530
Bohemian Rhapsody,2018,7.9,49,529221
A Quiet Place,2018,7.5,82,516593
Spider-Man: Into the Spider-Verse,2018,8.4,87,509541
Green Book,2018,8.2,69,476500
Venom,2018,6.6,35,475539
Aquaman,2018,6.8,55,464363
Ready Player One,2018,7.4,64,428300
Ant-Man and the Wasp,2018,7.0,70,391518
A Star Is Born,2018,7.6,88,378427
Solo: A Star Wars Story,2018,6.9,62,340162
Bird Box,2018,6.6,51,333656
Mission: Impossible - Fallout,2018,7.7,86,328165
Annihilation,2018,6.8,79,321053
Jurassic World: Fallen Kingdom,2018,6.1,51,312378
Hereditary,2018,7.3,87,302708
Incredibles 2,2018,7.6,80,291986
Fantastic Beasts: The Crimes of Grindelwald,2018,6.5,52,278706
BlacKkKlansman,2018,7.5,83,260118
Game Night,2018,6.9,66,232945
Ocean's Eight,2018,6.3,61,216427
Tomb Raider,2018,6.3,48,213079
The Favourite,2018,7.5,91,197990
First Man,2018,7.3,84,186918
Red Sparrow,2018,6.6,53,184875
Upgrade,2018,7.5,67,183926
Crazy Rich Asians,2018,6.9,74,170393
The Meg,2018,5.6,46,169974
Isle of Dogs,2018,7.8,82,166432
Rampage,2018,6.1,45,166135
Bumblebee,2018,6.7,66,163096
Searching,2018,7.6,71,161134
Ralph Breaks the Internet,2018,7.0,71,158564
The Equalizer 2,2018,6.7,50,157664
Roma,2018,7.7,96,156666
Bad Times at the El Royale,2018,7.1,60,148385
A Simple Favor,2018,6.8,67,148335
Halloween,2018,6.5,67,148063
Sicario: Day of the Soldado,2018,7.1,61,146230
Vice,2018,7.2,61,145501
The Ballad of Buster Scruggs,2018,7.3,79,145232
The Nun,2018,5.3,46,139102
Maze Runner: The Death Cure,2018,6.2,50,137491
The Mule,2018,7.0,58,135973
Tag,2018,6.5,56,132538
The Predator,2018,5.3,48,131443
Mortal Engines,2018,6.1,44,125277
Creed II,2018,7.1,66,123594
Skyscraper,2018,5.8,51,121618
Pacific Rim: Uprising,2018,5.6,44,116895
The Commuter,2018,6.3,56,114988
"Love, Simon",2018,7.5,72,113998
Den of Thieves,2018,7.0,49,110915
Instant Family,2018,7.3,57,106233
To All the Boys I've Loved Before,2018,7.0,64,106145
The Cloverfield Paradox,2018,5.5,37,104746
Overlord,2018,6.6,60,98527
Widows,2018,6.8,84,97333
Mamma Mia! Here We Go Again,2018,6.6,60,94385
Mary Poppins Returns,2018,6.7,66,87594
Capharnaüm,2018,8.4,75,87412
12 Strong,2018,6.5,54,81111
Blockers,2018,6.2,69,79520
Mile 22,2018,6.1,38,79048
Sorry to Bother You,2018,6.9,80,78482
Mandy,2018,6.5,81,77896
The Spy Who Dumped Me,2018,6.0,52,77475
Christopher Robin,2018,7.2,60,77475
Suspiria,2018,6.7,64,76009
Manbiki kazoku,2018,7.9,93,75451
The House That Jack Built,2018,6.8,42,75253
Eighth Grade,2018,7.4,89,75209
Beautiful Boy,2018,7.3,62,75128
Johnny English Strikes Again,2018,6.2,39,73859
Robin Hood,2018,5.3,32,73358
Hotel Transylvania 3: Summer Vacation,2018,6.3,54,73139
Death Wish,2018,6.3,31,72128
The Christmas Chronicles,2018,7.0,52,71953
Outlaw King,2018,6.9,59,71453
The Grinch,2018,6.3,51,69313
Free Solo,2018,8.1,83,67349
Climax,2018,6.9,67,67268
Fifty Shades Freed,2018,4.5,31,65637
Peppermint,2018,6.4,29,64941
Les frères Sisters,2018,6.9,78,64518
Mid90s,2018,7.3,66,64208
Beoning,2018,7.5,90,63769
The First Purge,2018,5.2,54,63756
Hotel Mumbai,2018,7.6,62,63371
Hunter Killer,2018,6.6,43,63087
Alpha,2018,6.6,63,62299
Mowgli,2018,6.5,51,61933
Insidious: The Last Key,2018,5.7,49,60220
Leave No Trace,2018,7.1,88,59417
Tully,2018,6.9,75,59107
Den skyldige,2018,7.5,83,58397
Zimna wojna,2018,7.5,90,56684
Adrift,2018,6.6,56,56513
Truth or Dare,2018,5.2,35,55888
I Feel Pretty,2018,5.6,48,53896
Hotel Artemis,2018,6.1,58,53392
How It Ends,2018,5.0,36,53005
Extinction,2018,5.8,40,52955
Set It Up,2018,6.5,62,52819
Apostle,2018,6.3,62,52437
Can You Ever Forgive Me?,2018,7.1,87,52148
Arctic,2018,6.8,71,52073
The House with a Clock in Its Walls,2018,6.0,57,51580
Mary Queen of Scots,2018,6.3,60,50201
When We First Met,2018,6.4,36,49203
If Beale Street Could Talk,2018,7.1,87,48553
The Girl in the Spider's Web,2018,6.1,43,47733
Fyre,2018,7.2,75,46505
Unsane,2018,6.4,63,46376
The Guernsey Literary and Potato Peel Pie Society,2018,7.3,65,46126
Dragged Across Concrete,2018,6.9,60,46057
The Old Man & the Gun,2018,6.7,80,45807
A Wrinkle in Time,2018,4.2,53,44958
American Animals,2018,7.0,68,44649
Anon,2018,6.1,54,44361
The Perfection,2018,6.2,60,43173
Peter Rabbit,2018,6.5,51,42810
Operation Finale,2018,6.6,58,42365
Under the Silver Lake,2018,6.5,60,42250
Night School,2018,5.6,43,40798
Summer of 84,2018,6.7,57,40583
Braven,2018,5.9,61,40552
Smallfoot,2018,6.6,60,39464
Sierra Burgess Is a Loser,2018,5.8,60,39043
Overboard,2018,6.0,42,38563
Boy Erased,2018,6.9,69,38549
Replicas,2018,5.4,19,38492
White Boy Rick,2018,6.5,59,37504
Stan & Ollie,2018,7.2,75,37336
Life of the Party,2018,5.6,46,37257
Hold the Dark,2018,5.6,63,37250
Holmes & Watson,2018,3.9,24,36530
The Hate U Give,2018,7.4,81,36177
High Life,2018,5.8,77,35562
Mute,2018,5.4,35,35397
Three Identical Strangers,2018,7.6,81,35347
Freaks,2018,6.7,63,35286
At Eternity's Gate,2018,6.9,76,34977
Todos lo saben,2018,6.9,68,34576
They Shall Not Grow Old,2018,8.2,91,34500
On the Basis of Sex,2018,7.1,59,34271
Slender Man,2018,3.2,30,34089
Winchester,2018,5.4,28,34042
Joker,2019,8.4,59,1230680
Avengers: Endgame,2019,8.4,78,1091305
Gisaengchung,2019,8.5,96,768983
Once Upon a Time in... Hollywood,2019,7.6,83,712499
Knives Out,2019,7.9,82,605319
1917,2019,8.2,78,567971
